time_start,station_id,station_name,region_id,region_name,Mean_CH4,ffm,tm,p0m,rrr24,nm,um
2/19/2024,40729,Zanjan,OITZ,Zanjan,1872.98066,0.958333,2.9,832.263,0.11,5.16667,74.3333
2/20/2024,40729,Zanjan,OITZ,Zanjan,1871.635882,1.5,2.6,833.15,0,3.66667,73.75
2/21/2024,40729,Zanjan,OITZ,Zanjan,1873.167616,1.33333,3,835.188,0,4.58333,72.0417
2/22/2024,40729,Zanjan,OITZ,Zanjan,1877.220633,1.5,3.9,834.842,0.01,2.625,70.4583
2/23/2024,40729,Zanjan,OITZ,Zanjan,1880.579254,1.58333,5,835.154,0,2.75,58.0833
2/24/2024,40729,Zanjan,OITZ,Zanjan,1878.528153,2,4.4,834.833,0,7.20833,65.125
2/25/2024,40729,Zanjan,OITZ,Zanjan,1861.933736,5,-2.6,834.396,0,3.875,52.5455
2/26/2024,40729,Zanjan,OITZ,Zanjan,1862.024667,3.83333,-4.5,834.463,0,4.08333,51.7083
2/27/2024,40729,Zanjan,OITZ,Zanjan,1862.740324,1.79167,-4.2,834.221,0,4.5,58.8333
2/28/2024,40729,Zanjan,OITZ,Zanjan,1860.101978,1.95833,-3.4,834.583,0,4.66667,51.7917
2/29/2024,40729,Zanjan,OITZ,Zanjan,1864.480914,2.58333,-2.6,836.565,0,0.666667,44.6087
3/1/2024,40729,Zanjan,OITZ,Zanjan,1862.557219,1.625,-2.4,836.304,0,1,44
3/2/2024,40729,Zanjan,OITZ,Zanjan,1872.725763,1.91667,2.1,832.604,0,4.91667,33.4167
3/3/2024,40729,Zanjan,OITZ,Zanjan,1866.212463,1.79167,3.5,828.983,0,4.625,40.2917
3/4/2024,40729,Zanjan,OITZ,Zanjan,1869.34567,1.54167,3.4,828.812,2.61,7.08333,82.2083
3/5/2024,40729,Zanjan,OITZ,Zanjan,1868.055962,1.625,4.3,830.529,0.1,5.125,78.5
3/6/2024,40729,Zanjan,OITZ,Zanjan,1872.556316,2.41667,4.3,830.554,0,3.08333,58.3333
3/7/2024,40729,Zanjan,OITZ,Zanjan,1876.19008,2.04167,5.9,829.054,2,5.33333,60.0833
3/8/2024,40729,Zanjan,OITZ,Zanjan,1862.721176,2.875,6.5,828.796,0,1.875,48
3/9/2024,40729,Zanjan,OITZ,Zanjan,1862.94448,2.16667,5.5,829.388,0,3.04167,40.1667
3/10/2024,40729,Zanjan,OITZ,Zanjan,1868.333064,1.83333,5,830.112,0.1,6.04167,69.25
3/11/2024,40729,Zanjan,OITZ,Zanjan,1877.489745,1.88,4.9,832.96,0.5,4.08,73.25
3/12/2024,40729,Zanjan,OITZ,Zanjan,1878.278816,1.875,2.8,836.933,0,2.08333,58.125
3/13/2024,40729,Zanjan,OITZ,Zanjan,1860.51441,1.875,7.4,835.658,0,2.95833,42.9333
3/14/2024,40729,Zanjan,OITZ,Zanjan,1884.765757,2.29167,10.6,834.7,0,4.29167,31.6667
3/15/2024,40729,Zanjan,OITZ,Zanjan,1890.817587,2.66667,12.7,832.121,0.01,4.75,53.8571
3/16/2024,40729,Zanjan,OITZ,Zanjan,1885.147607,2.54167,9.4,832.067,3.01,4.45833,62.25
3/17/2024,40729,Zanjan,OITZ,Zanjan,1871.523774,2.08333,6.4,833.875,0,2.91667,52.375
3/18/2024,40729,Zanjan,OITZ,Zanjan,1876.042567,1.75,5.7,832.508,5.01,7.54167,75.0833
3/19/2024,40729,Zanjan,OITZ,Zanjan,1883.688836,2.125,10.7,825.4,35,6.83333,82.25
3/20/2024,40729,Zanjan,OITZ,Zanjan,1879.758254,3.25,7.8,828.883,0,5.5,61.3333
