time_start,station_id,station_name,region_id,region_name,Mean_CH4,ffm,tm,p0m,rrr24,nm,um
3/21/2019,88118,Zanjan (Airport),OITZ,Zanjan,1862.72377,1.4,-1.1,834.92,0.01,4,59
3/22/2019,88118,Zanjan (Airport),OITZ,Zanjan,1866.891913,2.6,2,835.52,0,1.2,51.6
3/23/2019,88118,Zanjan (Airport),OITZ,Zanjan,1864.162651,4,7,832.64,0,4.6,45.4
3/24/2019,88118,Zanjan (Airport),OITZ,Zanjan,1870.180762,5.2,6.1,829.32,0.01,7.4,74.4
3/25/2019,88118,Zanjan (Airport),OITZ,Zanjan,1864.447895,8.2,6.4,826,7,8,87.4
3/26/2019,88118,Zanjan (Airport),OITZ,Zanjan,1868.409872,0.8,2.8,828.92,17,8,98.2
3/27/2019,88118,Zanjan (Airport),OITZ,Zanjan,1875.518484,2.8,4.6,831.9,9,6.8,70
3/28/2019,88118,Zanjan (Airport),OITZ,Zanjan,1877.149962,4.6,5.4,833.7,0.61,7,71.8
3/29/2019,88118,Zanjan (Airport),OITZ,Zanjan,1876.447969,4.8,5.7,835.04,0.01,7.4,65.8
3/30/2019,88118,Zanjan (Airport),OITZ,Zanjan,1880.487422,4.8,8,834.3,0.01,7.6,65.2
3/31/2019,88118,Zanjan (Airport),OITZ,Zanjan,1879.095422,8.85714,8,833,5,8,85.7143
4/1/2019,88118,Zanjan (Airport),OITZ,Zanjan,1868.24864,5.16667,5.6,827.933,12,7.83333,87.8333
4/2/2019,88118,Zanjan (Airport),OITZ,Zanjan,1867.460702,5.8,5.3,830.8,1,6.4,74.2
4/3/2019,88118,Zanjan (Airport),OITZ,Zanjan,1886.547553,3.6,7,834.02,0,4.4,59.8
4/4/2019,88118,Zanjan (Airport),OITZ,Zanjan,1876.500766,5.6,8.6,835.9,0.6,4.4,60.4
4/5/2019,88118,Zanjan (Airport),OITZ,Zanjan,1875.743033,2.6,8.2,837.84,0.01,6.4,69.4
4/6/2019,88118,Zanjan (Airport),OITZ,Zanjan,1886.637285,4.8,10.4,834.56,3,6.4,67.4
4/7/2019,88118,Zanjan (Airport),OITZ,Zanjan,1882.046451,4.25,9.3,832.92,0.01,6.5,67
4/8/2019,88118,Zanjan (Airport),OITZ,Zanjan,1882.684479,1.4,9.5,831.56,6,7.4,77
4/9/2019,88118,Zanjan (Airport),OITZ,Zanjan,1885.990692,2.2,10.7,831.22,0,5,63.8
4/10/2019,88118,Zanjan (Airport),OITZ,Zanjan,1880.438065,4,11.2,833.78,0.01,3.2,47.4
4/11/2019,88118,Zanjan (Airport),OITZ,Zanjan,1887.270657,3.2,11.6,834.58,0,6,50.6
4/12/2019,88118,Zanjan (Airport),OITZ,Zanjan,1889.040448,1.8,11.1,833.56,2,7,63
4/13/2019,88118,Zanjan (Airport),OITZ,Zanjan,1879.69715,2.6,8.5,834.46,0.2,3.4,55.4
4/14/2019,88118,Zanjan (Airport),OITZ,Zanjan,1865.824406,1.8,9.4,835.3,0,0.6,45.6
4/15/2019,88118,Zanjan (Airport),OITZ,Zanjan,1887.017311,1.8,13.2,834.06,0,4,32.6
4/16/2019,88118,Zanjan (Airport),OITZ,Zanjan,1892.077864,5.2,12.9,832.9,0,6.6,36.2
4/17/2019,88118,Zanjan (Airport),OITZ,Zanjan,1895.537858,11.6,16,827.6,0,6,32.6
4/18/2019,88118,Zanjan (Airport),OITZ,Zanjan,1891.548026,4.8,11.3,832.04,0,4.2,29
4/19/2019,88118,Zanjan (Airport),OITZ,Zanjan,1886.716488,5.2,10.7,829.6,6,7,60
4/20/2019,88118,Zanjan (Airport),OITZ,Zanjan,1895.138754,3.2,8.2,829.5,1,5.6,57.2
4/21/2019,88118,Zanjan (Airport),OITZ,Zanjan,1859.896255,4.4,6.6,830.32,0,2.8,50.2
4/22/2019,88118,Zanjan (Airport),OITZ,Zanjan,1869.911589,8,3.9,827.9,6,7.6,84
4/23/2019,88118,Zanjan (Airport),OITZ,Zanjan,1869.153822,3,2.1,836.02,5.01,7,70.2
4/24/2019,88118,Zanjan (Airport),OITZ,Zanjan,1875.889822,2.4,1.4,841.24,0,2.8,53.4
4/25/2019,88118,Zanjan (Airport),OITZ,Zanjan,1884.454512,4.2,3.4,839.98,0,4.8,44
4/26/2019,88118,Zanjan (Airport),OITZ,Zanjan,1892.846175,3.4,5.3,839.08,0,1.2,40.6
4/27/2019,88118,Zanjan (Airport),OITZ,Zanjan,1874.324407,1.6,7.9,837.6,0,4.2,40.8
4/28/2019,88118,Zanjan (Airport),OITZ,Zanjan,1878.440307,1.8,11.1,834.88,0.01,6.6,43.2
4/29/2019,88118,Zanjan (Airport),OITZ,Zanjan,1885.695546,2.4,10.4,836.1,0,4.2,43.6
4/30/2019,88118,Zanjan (Airport),OITZ,Zanjan,1885.383189,3,11.9,837,0.6,3.4,49
5/1/2019,88118,Zanjan (Airport),OITZ,Zanjan,1887.931474,4.2,14,835.64,0,4.2,32.4
5/2/2019,88118,Zanjan (Airport),OITZ,Zanjan,1895.919105,1.8,14.8,834.7,0,5.2,38.6
5/3/2019,88118,Zanjan (Airport),OITZ,Zanjan,1890.298844,5.2,15.6,835.18,0,6.8,39
5/4/2019,88118,Zanjan (Airport),OITZ,Zanjan,1888.672753,5.2,15.5,833.14,0.6,7.4,60.8
5/5/2019,88118,Zanjan (Airport),OITZ,Zanjan,1887.753617,3.6,13.6,836.34,9,1.2,46.4
5/6/2019,88118,Zanjan (Airport),OITZ,Zanjan,1899.382044,3,14.1,837.2,0,2,39
5/7/2019,88118,Zanjan (Airport),OITZ,Zanjan,1880.918385,2,14.7,835.36,0,6,46.8
5/8/2019,88118,Zanjan (Airport),OITZ,Zanjan,1892.107356,6,15.3,833.3,0.7,4.2,42.2
5/9/2019,88118,Zanjan (Airport),OITZ,Zanjan,1900.034243,4.6,16.5,834.16,0.01,6.6,56.4
5/10/2019,88118,Zanjan (Airport),OITZ,Zanjan,1889.220011,4.8,14.4,834.6,13,7,79.4
5/11/2019,88118,Zanjan (Airport),OITZ,Zanjan,1886.842744,2,11.9,836.16,15,2.8,56.6
5/12/2019,88118,Zanjan (Airport),OITZ,Zanjan,1854.480602,1,15.4,837.48,0,0.8,47.2
5/13/2019,88118,Zanjan (Airport),OITZ,Zanjan,1897.357302,2.4,15.5,837.86,0,1.4,41.6
5/14/2019,88118,Zanjan (Airport),OITZ,Zanjan,1903.579386,1.8,16.8,837,0,1.6,40.2
5/15/2019,88118,Zanjan (Airport),OITZ,Zanjan,1898.500811,2.2,15.9,837,0,0.4,41.2
5/16/2019,88118,Zanjan (Airport),OITZ,Zanjan,1913.834005,2.4,18.1,835.44,0,0.8,38.6
5/17/2019,88118,Zanjan (Airport),OITZ,Zanjan,1904.200815,2.8,17,834.78,0,1.4,37.4
5/18/2019,88118,Zanjan (Airport),OITZ,Zanjan,1902.131861,3.6,17.7,834.88,0,3.6,38.6
5/19/2019,88118,Zanjan (Airport),OITZ,Zanjan,1899.946555,2.8,18.4,834.78,10,6,50.8
5/20/2019,88118,Zanjan (Airport),OITZ,Zanjan,1897.732443,4.2,17.3,835,0.11,6.8,42.6
5/21/2019,88118,Zanjan (Airport),OITZ,Zanjan,1901.684819,3.6,16.5,835.76,0.1,4.4,52.2
5/22/2019,88118,Zanjan (Airport),OITZ,Zanjan,1885.239685,2.8,14.7,837.14,0.2,4.8,58.2
5/23/2019,88118,Zanjan (Airport),OITZ,Zanjan,1903.504521,1.6,16.8,835.22,0,3,40.4
5/24/2019,88118,Zanjan (Airport),OITZ,Zanjan,1892.929303,4.4,19.7,836.24,0,2.8,35.6
5/25/2019,88118,Zanjan (Airport),OITZ,Zanjan,1907.988395,5.8,21.4,837.22,0,3.6,27.8
5/26/2019,88118,Zanjan (Airport),OITZ,Zanjan,1910.912612,4.4,22.3,836.68,0,5.2,32.2
5/27/2019,88118,Zanjan (Airport),OITZ,Zanjan,1903.591218,4.2,22.2,835.26,0.3,3.8,30.2
5/28/2019,88118,Zanjan (Airport),OITZ,Zanjan,1900.688354,4.2,18.5,836.58,0,1.6,56.8
5/29/2019,88118,Zanjan (Airport),OITZ,Zanjan,1902.683172,2.4,18,837.08,0,1.6,54.8
5/30/2019,88118,Zanjan (Airport),OITZ,Zanjan,1888.220004,2.4,15.9,837.26,0,1.6,52.2
5/31/2019,88118,Zanjan (Airport),OITZ,Zanjan,1884.665182,2.4,15,837.56,0,3.4,53
6/1/2019,88118,Zanjan (Airport),OITZ,Zanjan,1901.244492,2.4,14.1,838.38,0,1,51.4
6/2/2019,88118,Zanjan (Airport),OITZ,Zanjan,1905.187348,2.8,15.5,839.06,0,0.4,37.2
6/3/2019,88118,Zanjan (Airport),OITZ,Zanjan,1902.02791,1.8,18.6,838.44,0,1,29.4
6/4/2019,88118,Zanjan (Airport),OITZ,Zanjan,1911.209775,2.6,22,837.4,0,0.4,26.6
6/5/2019,88118,Zanjan (Airport),OITZ,Zanjan,1891.313947,3,25.1,837.12,0,2.6,22
6/6/2019,88118,Zanjan (Airport),OITZ,Zanjan,1886.257881,5.6,25.5,837.48,0,4,25.2
6/7/2019,88118,Zanjan (Airport),OITZ,Zanjan,1889.799576,3.8,25.7,836.64,0.01,3.4,23.4
6/8/2019,88118,Zanjan (Airport),OITZ,Zanjan,1890.479143,1.8,25.3,837.1,3,3.6,34.2
6/9/2019,88118,Zanjan (Airport),OITZ,Zanjan,1905.624759,3.8,21.6,838,0,3.6,40
6/10/2019,88118,Zanjan (Airport),OITZ,Zanjan,1898.127379,6.4,21.3,838.04,0,1,34.8
6/11/2019,88118,Zanjan (Airport),OITZ,Zanjan,1893.123242,0.8,23,836.64,0,4,36.6
6/12/2019,88118,Zanjan (Airport),OITZ,Zanjan,1889.752983,2.8,22.6,832.76,0.1,2.4,33.6
6/13/2019,88118,Zanjan (Airport),OITZ,Zanjan,1893.594444,3.4,22,832.04,0,2,36.8
6/14/2019,88118,Zanjan (Airport),OITZ,Zanjan,1900.908844,6.2,20.3,833.94,0,2.2,36.4
6/15/2019,88118,Zanjan (Airport),OITZ,Zanjan,1902.968291,5.2,21.4,834.54,0,2.8,29.2
6/16/2019,88118,Zanjan (Airport),OITZ,Zanjan,1903.987566,1.4,21.5,833.7,0,2.2,28.4
6/17/2019,88118,Zanjan (Airport),OITZ,Zanjan,1903.10327,2.6,23.9,832.38,0,3.2,18.4
6/18/2019,88118,Zanjan (Airport),OITZ,Zanjan,1887.537183,2.2,24.7,832.86,0,0.8,19.2
6/19/2019,88118,Zanjan (Airport),OITZ,Zanjan,1899.691693,5.2,21.4,831.14,0,2.4,30.4
6/20/2019,88118,Zanjan (Airport),OITZ,Zanjan,1899.438051,3.4,22.2,830.88,0,2.2,31.6
6/21/2019,88118,Zanjan (Airport),OITZ,Zanjan,1898.710485,6.2,24,830.52,0,1.6,29.8
6/22/2019,88118,Zanjan (Airport),OITZ,Zanjan,1895.972863,4.4,23.9,834.18,0,0.8,36.8
6/23/2019,88118,Zanjan (Airport),OITZ,Zanjan,1894.302309,4.4,26.7,834.8,0,1.2,30.8
6/24/2019,88118,Zanjan (Airport),OITZ,Zanjan,1882.322158,4.6,26.8,834.72,0,0.6,20.4
6/25/2019,88118,Zanjan (Airport),OITZ,Zanjan,1854.972289,4.8,27.9,834.44,0,0.6,19.6
6/26/2019,88118,Zanjan (Airport),OITZ,Zanjan,1878.118411,6.6,26.1,835.62,0,0.2,23
6/27/2019,88118,Zanjan (Airport),OITZ,Zanjan,1846.947017,4.6,25.4,832.88,0,1.6,25.6
6/28/2019,88118,Zanjan (Airport),OITZ,Zanjan,1880.846985,1.2,25.3,829.28,0,2,31.2
6/29/2019,88118,Zanjan (Airport),OITZ,Zanjan,1841.795898,5,26.6,827.26,0,0.2,20.2
6/30/2019,88118,Zanjan (Airport),OITZ,Zanjan,1877.203737,6,25.5,827.86,0,0.2,17.6
7/1/2019,88118,Zanjan (Airport),OITZ,Zanjan,1876.941387,12.8,22.3,830.64,0,1,46
7/2/2019,88118,Zanjan (Airport),OITZ,Zanjan,1906.448145,6.2,16.6,836.58,0,0.4,36.2
7/3/2019,88118,Zanjan (Airport),OITZ,Zanjan,1901.579736,4.2,21.8,833.36,0,0.4,31.4
7/4/2019,88118,Zanjan (Airport),OITZ,Zanjan,1866.106324,2.6,25.1,832.62,0,0,32.4
7/5/2019,88118,Zanjan (Airport),OITZ,Zanjan,1859.419893,5.6,24.2,831.3,0,0,29.8
7/6/2019,88118,Zanjan (Airport),OITZ,Zanjan,1882.769414,2.6,25.4,829.02,0,0.4,28.2
7/7/2019,88118,Zanjan (Airport),OITZ,Zanjan,1859.850097,7.57143,22,831,0,0.857143,43.8571
7/8/2019,88118,Zanjan (Airport),OITZ,Zanjan,1851.932023,5,22.6,830.275,0,1.5,42.625
7/9/2019,88118,Zanjan (Airport),OITZ,Zanjan,1911.915311,4.5,24.3,829.162,0.01,1.875,43.25
7/10/2019,88118,Zanjan (Airport),OITZ,Zanjan,1864.043572,5.875,21.8,830.175,0.01,0.5,47.125
7/11/2019,88118,Zanjan (Airport),OITZ,Zanjan,1927.29858,2.2,23.5,828.76,0,1.8,38.4
7/12/2019,88118,Zanjan (Airport),OITZ,Zanjan,1876.081987,5.2,26.9,828.7,0,0.8,20
7/13/2019,88118,Zanjan (Airport),OITZ,Zanjan,1823.463972,2,24.5,829.74,0,0,17.6
7/14/2019,88118,Zanjan (Airport),OITZ,Zanjan,1848.178948,3.8,25,829.06,0,0.2,18.8
7/15/2019,88118,Zanjan (Airport),OITZ,Zanjan,1891.827146,3.2,24.9,829.3,0,0.8,36.4
7/16/2019,88118,Zanjan (Airport),OITZ,Zanjan,1885.715038,3.4,25.5,828.26,0,2.4,24
7/17/2019,88118,Zanjan (Airport),OITZ,Zanjan,1878.538399,3.4,27.9,828.12,0,1.5,29
7/18/2019,88118,Zanjan (Airport),OITZ,Zanjan,1875.6969,2.8,28.7,830.52,0,2,26.2
7/19/2019,88118,Zanjan (Airport),OITZ,Zanjan,1883.742703,3.4,26.9,831.04,0,3.2,19.2
7/20/2019,88118,Zanjan (Airport),OITZ,Zanjan,1897.282444,8.6,29.2,834.94,0,3,28.6
7/21/2019,88118,Zanjan (Airport),OITZ,Zanjan,1893.100024,5.16667,26.7,835.967,0,2.83333,29.6667
7/22/2019,88118,Zanjan (Airport),OITZ,Zanjan,1881.712228,5.4,29.8,833.2,0,5.8,19.4
7/23/2019,88118,Zanjan (Airport),OITZ,Zanjan,1889.350766,5,30.5,831.2,0,3.8,23.6
7/24/2019,88118,Zanjan (Airport),OITZ,Zanjan,1884.789492,5.5,31.3,829.917,0,3.83333,15.5
7/25/2019,88118,Zanjan (Airport),OITZ,Zanjan,1872.931286,1.8,26.7,831.36,0,0,16.2
7/26/2019,88118,Zanjan (Airport),OITZ,Zanjan,1880.016613,6.8,25.2,829.48,0,1.8,30.4
7/27/2019,88118,Zanjan (Airport),OITZ,Zanjan,1893.593336,4,25.5,827.44,0,2.2,34.2
7/28/2019,88118,Zanjan (Airport),OITZ,Zanjan,1882.603521,3,24.7,827.683,0,0.833333,44.5
7/29/2019,88118,Zanjan (Airport),OITZ,Zanjan,1901.666712,3.6,24.2,830.8,0,2.4,38
7/30/2019,88118,Zanjan (Airport),OITZ,Zanjan,1874.062032,2.6,24.6,831.92,0,0.4,28.6
7/31/2019,88118,Zanjan (Airport),OITZ,Zanjan,1874.973509,1.5,28,830.833,0,0,20
8/1/2019,88118,Zanjan (Airport),OITZ,Zanjan,1878.259341,2.4,28.4,829.8,0,1.6,18.2
8/2/2019,88118,Zanjan (Airport),OITZ,Zanjan,1872.87729,6.4,29.1,828.08,0,0.4,20.4
8/3/2019,88118,Zanjan (Airport),OITZ,Zanjan,1883.328738,6.4,24.8,828.62,0,1,45.8
8/4/2019,88118,Zanjan (Airport),OITZ,Zanjan,1935.310401,2.66667,23.7,828.367,0,0.833333,40.5
8/5/2019,88118,Zanjan (Airport),OITZ,Zanjan,1887.144649,6,25.6,827.44,0,0.6,27.4
8/6/2019,88118,Zanjan (Airport),OITZ,Zanjan,1895.233187,11.2,22.3,831.98,0,1.6,47.4
8/7/2019,88118,Zanjan (Airport),OITZ,Zanjan,1907.628419,7.33333,21.2,833.617,0,0.833333,47.8333
8/8/2019,88118,Zanjan (Airport),OITZ,Zanjan,1887.022762,8,21.9,833.34,0,2.8,48.2
8/9/2019,88118,Zanjan (Airport),OITZ,Zanjan,1883.069134,6.4,23.3,832.42,0.01,2.2,43
8/10/2019,88118,Zanjan (Airport),OITZ,Zanjan,1885.503926,6,25.5,829.66,0,4,28.2
8/11/2019,88118,Zanjan (Airport),OITZ,Zanjan,1915.92246,8.66667,23.9,831.983,0.9,2.66667,41.6667
8/12/2019,88118,Zanjan (Airport),OITZ,Zanjan,1894.610176,4.4,22.8,834.5,0,1,42.6
8/13/2019,88118,Zanjan (Airport),OITZ,Zanjan,1883.16694,5,22.6,835.58,0,1,45.4
8/14/2019,88118,Zanjan (Airport),OITZ,Zanjan,1847.653231,2,23.5,836.075,0,1.33333,45.8333
8/15/2019,88118,Zanjan (Airport),OITZ,Zanjan,1897.687889,3.2,25.7,835.14,0,1.8,26.8
8/16/2019,88118,Zanjan (Airport),OITZ,Zanjan,1863.930897,4.71429,27.2,833.3,0,0.714286,16.1429
8/17/2019,88118,Zanjan (Airport),OITZ,Zanjan,1881.757022,6.5,28.4,831.225,0,1.625,13.375
8/18/2019,88118,Zanjan (Airport),OITZ,Zanjan,1892.024027,6.625,27.3,832.875,0,2.14286,15.25
8/19/2019,88118,Zanjan (Airport),OITZ,Zanjan,1892.135036,7.57143,29,835.629,0,3.14286,15.4286
8/20/2019,88118,Zanjan (Airport),OITZ,Zanjan,1873.235035,3.2,25.6,838.04,0,0.6,14.4
8/21/2019,88118,Zanjan (Airport),OITZ,Zanjan,1893.477418,1.66667,25.3,837.25,0,3.16667,22
8/22/2019,88118,Zanjan (Airport),OITZ,Zanjan,1881.26337,3,25.5,834.9,0,0.2,16.4
8/23/2019,88118,Zanjan (Airport),OITZ,Zanjan,1904.431648,5.2,26.8,835.32,0,0.2,14.2
8/24/2019,88118,Zanjan (Airport),OITZ,Zanjan,1884.753706,5.8,27.6,835.62,0,1.4,15.2
8/25/2019,88118,Zanjan (Airport),OITZ,Zanjan,1887.683445,3.66667,25.4,835.45,0,1.83333,22.6667
8/26/2019,88118,Zanjan (Airport),OITZ,Zanjan,1888.93979,4.2,25.4,835.94,0,2.4,23.6
8/27/2019,88118,Zanjan (Airport),OITZ,Zanjan,1879.148593,2,24.3,836.5,0,2.4,35.6
8/28/2019,88118,Zanjan (Airport),OITZ,Zanjan,1891.568532,3.83333,24.9,834.483,0,1.33333,23.8333
8/29/2019,88118,Zanjan (Airport),OITZ,Zanjan,1888.025299,2.4,22.6,837.34,0,1.2,36.8
8/30/2019,88118,Zanjan (Airport),OITZ,Zanjan,1847.364868,2.6,23.2,836.3,0,1.4,35.4
8/31/2019,88118,Zanjan (Airport),OITZ,Zanjan,1897.939274,8.4,23.5,832.76,0.01,4,42.4
9/1/2019,88118,Zanjan (Airport),OITZ,Zanjan,1877.794286,5,20.9,833.333,0,0.833333,48.1667
9/2/2019,88118,Zanjan (Airport),OITZ,Zanjan,1879.853617,3,19.9,832.4,0,0.4,33
9/3/2019,88118,Zanjan (Airport),OITZ,Zanjan,1865.146508,3.6,20.1,832.88,0,1.2,45
9/4/2019,88118,Zanjan (Airport),OITZ,Zanjan,1884.408458,4.66667,21.6,833.017,0,1,46
9/5/2019,88118,Zanjan (Airport),OITZ,Zanjan,1882.536834,5.28571,22.3,833.071,0,1.42857,47.7143
9/6/2019,88118,Zanjan (Airport),OITZ,Zanjan,1900.050497,1.2,21.9,834.28,0,0.6,36.8
9/7/2019,88118,Zanjan (Airport),OITZ,Zanjan,1869.617807,3.8,21.2,830.44,0,1,34.2
9/8/2019,88118,Zanjan (Airport),OITZ,Zanjan,1890.307465,12.1667,18.8,832.683,0,1.66667,50
9/9/2019,88118,Zanjan (Airport),OITZ,Zanjan,1893.330258,11.6,15.8,835.78,0,1.6,51
9/10/2019,88118,Zanjan (Airport),OITZ,Zanjan,1899.272901,8.66667,16.6,834.983,0,1.83333,50.6667
9/11/2019,88118,Zanjan (Airport),OITZ,Zanjan,1905.067462,10.3333,17.5,836.733,0,1.66667,52.5
9/12/2019,88118,Zanjan (Airport),OITZ,Zanjan,1900.777915,8.2,16.6,837.32,0,3,50.2
9/13/2019,88118,Zanjan (Airport),OITZ,Zanjan,1889.7755,5.4,13.8,837.68,0,3.4,54.2
9/14/2019,88118,Zanjan (Airport),OITZ,Zanjan,1908.14992,1,16.2,838.56,0,1,46.8
9/15/2019,88118,Zanjan (Airport),OITZ,Zanjan,1898.598242,2.5,19.1,837.783,0,0.333333,37
9/16/2019,88118,Zanjan (Airport),OITZ,Zanjan,1888.622732,7.2,25.7,837.18,0,2.6,21.2
9/17/2019,88118,Zanjan (Airport),OITZ,Zanjan,1888.191731,5.8,25.1,836.66,0,3.4,32.4
9/18/2019,88118,Zanjan (Airport),OITZ,Zanjan,1874.863322,1,23.7,836.983,0,1.16667,36.5
9/19/2019,88118,Zanjan (Airport),OITZ,Zanjan,1878.149332,1.2,19.1,838.02,0,0,35.6
9/20/2019,88118,Zanjan (Airport),OITZ,Zanjan,1912.274446,3.2,21.6,836.3,0,0,31.4
9/21/2019,88118,Zanjan (Airport),OITZ,Zanjan,1876.055121,6.4,24.6,832.86,0,1.2,31
9/22/2019,88118,Zanjan (Airport),OITZ,Zanjan,1891.625932,9.33333,20.3,834.033,0,0.833333,47
9/23/2019,88118,Zanjan (Airport),OITZ,Zanjan,1894.846526,2.2,15.9,836,0,0.8,43
9/24/2019,88118,Zanjan (Airport),OITZ,Zanjan,1887.137203,1.6,18.9,835.42,0,0,16
9/25/2019,88118,Zanjan (Airport),OITZ,Zanjan,1900.998162,2.5,18.4,835.883,0,0,14.5
9/26/2019,88118,Zanjan (Airport),OITZ,Zanjan,1903.210334,4.2,19.7,836.5,0,2,18.8
9/27/2019,88118,Zanjan (Airport),OITZ,Zanjan,1898.408418,5.2,25.1,836.28,0,0,11.6
9/28/2019,88118,Zanjan (Airport),OITZ,Zanjan,1903.229678,4.4,21.6,834.94,0,0.8,15.2
9/29/2019,88118,Zanjan (Airport),OITZ,Zanjan,1902.31298,6.4,18.6,834.533,0,2,37.6667
9/30/2019,88118,Zanjan (Airport),OITZ,Zanjan,1898.711546,1.6,16.1,835.28,0,0,41
10/1/2019,88118,Zanjan (Airport),OITZ,Zanjan,1899.353676,1.2,17.4,834.48,0,0,30
10/2/2019,88118,Zanjan (Airport),OITZ,Zanjan,1895.603822,2,16.4,837.333,0,0.166667,21.6667
10/3/2019,88118,Zanjan (Airport),OITZ,Zanjan,1900.709364,2.2,18.4,836.6,0,1.2,22.2
10/4/2019,88118,Zanjan (Airport),OITZ,Zanjan,1899.658469,2.4,17.6,834.48,1,0,27.8
10/5/2019,88118,Zanjan (Airport),OITZ,Zanjan,1893.631623,1.8,16.2,834.88,0,0.4,47.4
10/6/2019,88118,Zanjan (Airport),OITZ,Zanjan,1897.314653,4.5,18.6,831.417,0,2.83333,24.1667
10/7/2019,88118,Zanjan (Airport),OITZ,Zanjan,1896.626873,3.4,17.1,835.82,0,0.6,22.2
10/8/2019,88118,Zanjan (Airport),OITZ,Zanjan,1896.40585,3,18.5,840.98,0,0.6,24
10/9/2019,88118,Zanjan (Airport),OITZ,Zanjan,1891.90265,3,16.3,841.533,0,2.66667,24
10/10/2019,88118,Zanjan (Airport),OITZ,Zanjan,1890.777614,2.6,18.7,841.28,0,1.8,32.4
10/11/2019,88118,Zanjan (Airport),OITZ,Zanjan,1913.823179,5.4,20.8,838.86,0,1.4,18.4
10/12/2019,88118,Zanjan (Airport),OITZ,Zanjan,1898.738079,5.2,19.7,837.62,0,4.4,25.4
10/13/2019,88118,Zanjan (Airport),OITZ,Zanjan,1866.734752,3.83333,12.5,844.017,3.4,5.33333,70
10/14/2019,88118,Zanjan (Airport),OITZ,Zanjan,1868.016248,0.8,11.4,845.18,0,0.6,51.8
10/15/2019,88118,Zanjan (Airport),OITZ,Zanjan,1892.525206,2.6,14,842.54,0,0.6,39.6
10/16/2019,88118,Zanjan (Airport),OITZ,Zanjan,1876.416884,2.16667,15.2,841,0,0.666667,34.3333
10/17/2019,88118,Zanjan (Airport),OITZ,Zanjan,1885.309278,1.6,16,841.98,0,1.4,23.4
10/18/2019,88118,Zanjan (Airport),OITZ,Zanjan,1905.488222,1.2,17.5,839.62,0,3.6,22.6
10/19/2019,88118,Zanjan (Airport),OITZ,Zanjan,1906.628743,2.2,17.3,839.06,0,4.8,24.2
10/20/2019,88118,Zanjan (Airport),OITZ,Zanjan,1908.601286,3.16667,14.2,839.833,0.92,7,52.1667
10/21/2019,88118,Zanjan (Airport),OITZ,Zanjan,1895.593048,4.4,13.9,840.64,3.01,6.6,74.2
10/22/2019,88118,Zanjan (Airport),OITZ,Zanjan,1885.784243,6,9.7,838.42,13,7.8,89.4
10/23/2019,88118,Zanjan (Airport),OITZ,Zanjan,1888.979439,0.4,10.9,838.94,10,7.2,84
10/24/2019,88118,Zanjan (Airport),OITZ,Zanjan,1895.764263,1.6,12.4,839.2,2,7.2,79.8
10/25/2019,88118,Zanjan (Airport),OITZ,Zanjan,1881.723971,2.2,12.1,837.74,11,6,74.2
10/26/2019,88118,Zanjan (Airport),OITZ,Zanjan,1880.864196,3.6,12.3,837.4,2,6.8,78.6
10/27/2019,88118,Zanjan (Airport),OITZ,Zanjan,1895.108764,1.83333,11.7,837.5,1.4,7.16667,84.6667
10/28/2019,88118,Zanjan (Airport),OITZ,Zanjan,1883.99482,2,10,836.2,12.3,7.2,89.8
10/29/2019,88118,Zanjan (Airport),OITZ,Zanjan,1880.810051,3.4,10.8,835.02,0,4,71.6
10/30/2019,88118,Zanjan (Airport),OITZ,Zanjan,1885.248708,3.8,10.6,834.44,0.4,5.8,71.2
10/31/2019,88118,Zanjan (Airport),OITZ,Zanjan,1874.614251,0.8,9.6,836.1,4,2.8,73.2
11/1/2019,88118,Zanjan (Airport),OITZ,Zanjan,1884.008017,4,11.5,834.8,3,3.4,66.2
11/2/2019,88118,Zanjan (Airport),OITZ,Zanjan,1891.448848,6.4,12.4,833.86,0,2.8,56.8
11/3/2019,88118,Zanjan (Airport),OITZ,Zanjan,1896.018601,3,10.4,839.44,0,3.8,70.6
11/4/2019,88118,Zanjan (Airport),OITZ,Zanjan,1873.247651,1.2,6.6,842.04,0,2.2,71.6
11/5/2019,88118,Zanjan (Airport),OITZ,Zanjan,1878.072194,2.2,8.8,840.94,0,2,55.2
11/6/2019,88118,Zanjan (Airport),OITZ,Zanjan,1878.73305,3,10.3,838.633,0,1.33333,59.5
11/7/2019,88118,Zanjan (Airport),OITZ,Zanjan,1874.817757,2.2,8.5,839.32,0,0.4,59.8
11/8/2019,88118,Zanjan (Airport),OITZ,Zanjan,1850.189273,2.6,6.4,840.86,0,0,55
11/9/2019,88118,Zanjan (Airport),OITZ,Zanjan,1871.114879,1.8,6.5,841.92,0,0,40.8
11/10/2019,88118,Zanjan (Airport),OITZ,Zanjan,1862.787478,0.666667,5.6,843.067,0,0,46.8333
11/11/2019,88118,Zanjan (Airport),OITZ,Zanjan,1880.181018,3.8,9.6,842.3,0,0,35.2
11/12/2019,88118,Zanjan (Airport),OITZ,Zanjan,1876.852154,1.8,5.7,841.58,0,0,41
11/13/2019,88118,Zanjan (Airport),OITZ,Zanjan,1890.308054,1.16667,4.9,840.317,0,0,50.6667
11/14/2019,88118,Zanjan (Airport),OITZ,Zanjan,1891.241194,2.6,3.4,840.28,0,4.6,53.2
